SerialNumber,LogDate,IsFromSync,DeviceID,TroubleFlags,Uptime,BatteryLevel,Temperature,FaultCounterEEAccessPhysical,FaultCounterEEAccessLogical,FaultCounterEEAccessIntegrity,ComparatorProtectCounter,PowerUpCounter,PowerUpReason,PrimaryVoltageState,SecondaryVoltageState,VoltagePrimary_100mV,RowVersion
3000742,05/07/2025 13:13:46,0,640D07E2-4E8D-4C6B-BAA2-BA03E525D366,0,432018,57,128,0,0,0,0,2,1,0,0,0,0x0000000EFC7B29AC
3000741,05/07/2025 13:14:29,0,CBD70B82-D75F-42A8-AAC0-C059D7215612,0,432010,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFC7B80AF
3000740,05/07/2025 13:15:02,0,9BA10241-7AC7-41D5-A729-B6A081A70443,0,432012,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFC7BBDDA
3000731,05/07/2025 13:16:19,0,DAAD1D10-319E-49BF-B0B1-589F1845B3E6,0,432012,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFC7C5E54
3000729,05/07/2025 13:17:53,0,1F3C1849-6147-4CA0-915B-50C7612A5F9F,0,432011,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFC7D14D0
3000728,05/07/2025 13:18:37,0,4B82663B-A0FA-4B46-A7B4-545B6016F0CF,0,432010,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFC7D715F
3000727,05/07/2025 13:19:15,0,FC66420A-3937-4213-ACCB-6CF4FE4F7DAE,0,432017,52,127,0,1,0,0,1,10,0,0,0,0x0000000EFC7DC12F
3000726,05/07/2025 13:19:49,0,0A4A2CB7-110D-4D83-A59E-C8816354EE0B,0,432009,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFC7E04B1
3000723,05/07/2025 13:28:33,0,36DEE297-7A0D-4329-905D-47E44FF9012A,0,432010,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFC8225D1
3000721,05/07/2025 13:29:00,0,1BAD37F3-8F23-438F-A120-942EB06A8B22,0,432010,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFC825A71
3000719,05/07/2025 13:29:32,0,DB28EA0C-7561-4864-AD05-26874AB76249,0,432009,58,128,0,1,0,0,1,1,0,0,0,0x0000000EFC829401
3000718,05/07/2025 13:29:48,0,9C6D9C53-72D4-404F-B5C5-97C4355A3317,0,432017,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFC82BA51
3000722,05/07/2025 13:30:01,0,0C07FC7B-8468-4469-82FE-D2CE2EB1B724,0,432018,57,130,0,0,0,0,2,1,0,0,0,0x0000000EFC82D381
3000717,05/07/2025 13:32:48,0,3794230E-0C9F-4719-AC96-32EA2686F143,0,432011,52,125,0,1,0,0,1,1,0,0,0,0x0000000EFC841941
3000716,05/07/2025 13:33:43,0,F14166FC-59FB-463C-A3BF-99AEFBA9F394,0,432011,57,128,0,0,0,0,3,1,0,0,0,0x0000000EFC848518
3000619,05/07/2025 13:44:56,0,EAD244D1-4DE0-445C-9C84-07C04ADA1B1B,0,432019,52,126,0,0,0,0,2,10,0,0,0,0x0000000EFC896660
3000618,05/07/2025 13:45:08,0,2A441F14-BFAE-459D-950F-74F638B1235A,0,432011,57,126,0,0,0,0,2,1,0,0,0,0x0000000EFC89767C
3000697,05/07/2025 13:46:36,0,38DAD1C4-467B-433F-A36E-564455306990,0,432010,58,166,0,0,0,0,3,1,0,0,0,0x0000000EFC8A1F7B
3000632,05/07/2025 13:48:04,0,F74473BC-567F-42D2-BD24-4B4CE1A0D745,0,432011,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFC8ACCB6
3000635,05/07/2025 13:48:15,0,69AB5548-328A-4616-833E-D613D2712221,0,432010,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFC8AE0D3
3000634,05/07/2025 13:49:37,0,7ABC8B8D-57D0-40A2-A50F-16CA1DEADFE6,0,432018,57,126,0,0,0,0,2,1,0,0,0,0x0000000EFC8B70F4
3000692,05/07/2025 13:49:40,0,91E2182A-D22E-4ECC-B7D0-079308A766F0,0,432009,54,138,0,0,0,0,2,1,0,0,0,0x0000000EFC8B7520
3000693,05/07/2025 13:49:41,0,CCFD0219-E7AD-4D73-B103-D0D91B7D6C97,0,432010,57,135,0,0,0,0,2,1,0,0,0,0x0000000EFC8B7938
3000630,05/07/2025 13:51:43,0,9AD8674D-E7C4-4128-A30B-BE97E489AFFB,0,432011,57,129,0,1,0,0,1,1,0,0,0,0x0000000EFC8C6313
3000631,05/07/2025 13:51:44,0,91C23FBD-431B-40C1-B96F-81B0361FF060,0,432011,58,127,0,1,0,0,1,10,0,0,0,0x0000000EFC8C65B8
3000626,05/07/2025 13:52:20,0,57BDD50E-9EAF-45D1-A1BB-1EC619F0AD7D,0,432011,57,129,0,1,0,0,1,10,0,0,0,0x0000000EFC8CACF1
3000629,05/07/2025 13:52:52,0,B2ED6DE0-D974-4DF8-AC37-6C0E1E60BDCC,0,432018,51,126,0,1,0,0,1,1,0,0,0,0x0000000EFC8CE743
3000627,05/07/2025 13:53:34,0,85C2D1CA-0301-4974-A99C-F801A383BE89,0,432010,57,127,0,0,0,0,2,1,0,0,0,0x0000000EFC8D3664
3000687,05/07/2025 13:54:41,0,F9C8A8D5-3422-4EFC-B7EA-09D881B9BAB9,0,432012,57,156,0,1,0,0,1,1,0,0,0,0x0000000EFC8DB85E
3000685,05/07/2025 13:55:15,0,2479BD9C-1D28-46BC-83F3-50FFABE54C6E,0,432013,58,134,0,0,0,0,2,1,0,0,0,0x0000000EFC8E0337
3000621,05/07/2025 13:55:22,0,305EA4CF-A51D-4F60-9B10-22BB26ECEFEE,0,432011,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFC8E0FB6
3000686,05/07/2025 13:55:27,0,57E4D86F-3F63-40B9-9828-B670778D7ACF,0,432023,53,142,0,1,0,0,1,1,0,0,0,0x0000000EFC8E1D14
3000620,05/07/2025 13:55:57,0,2B79219F-4053-4B2A-9228-5EC07B9DB2F4,0,432017,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFC8E5CC5
3000622,05/07/2025 13:56:22,0,DCEDACD3-66CE-4842-863C-78BD21DEA0F0,0,432010,50,124,0,0,0,0,2,1,0,0,0,0x0000000EFC8E88BC
3000624,05/07/2025 13:56:48,0,E940CCC1-BBEE-45C2-B990-78FE859BFE2A,0,432018,52,129,0,0,0,0,3,1,0,0,0,0x0000000EFC8EB4ED
3000641,05/07/2025 14:03:56,0,87A3DA22-5B5C-4A70-B3E1-D8EDFBB21A94,0,432017,57,127,0,0,0,0,3,1,0,0,0,0x0000000EFC91D6BF
3000643,05/07/2025 14:04:39,0,C93E47C8-04F4-4E77-BD39-A0AA52FBEE76,0,432010,52,134,0,0,0,0,2,1,0,0,0,0x0000000EFC92280A
3000642,05/07/2025 14:04:50,0,4FFD8B87-E5A8-4968-859D-87353F67B52C,0,432009,58,138,0,1,0,0,1,1,0,0,0,0x0000000EFC9232F7
3000639,05/07/2025 14:09:09,0,A8D7A14E-460E-4425-A473-E649B703FEAE,0,432011,58,141,0,0,0,0,3,1,0,0,0,0x0000000EFC94041E
3000781,05/07/2025 14:11:47,0,19505F83-6ABD-44D7-9775-B0E7D5CE4B75,0,432019,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFC952BC6
3000779,05/07/2025 14:11:51,0,B51BF818-6C94-4B14-B72C-141EE218DBF8,0,432019,57,129,0,1,0,0,1,10,0,0,0,0x0000000EFC952F61
3000780,05/07/2025 14:11:51,0,F8537130-2394-4DFE-820D-5F373EA7F138,0,432010,58,126,0,1,0,0,1,10,0,0,0,0x0000000EFC952F57
3000656,05/07/2025 14:20:11,0,C34874C7-75B2-447A-87CB-A668A48F86B5,0,432017,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFC98C0C0
3000659,05/07/2025 14:21:29,0,E7F4F4D1-3F65-4CE0-BA92-AD825CD82C15,0,432010,57,126,0,0,0,0,3,1,0,0,0,0x0000000EFC995355
3000658,05/07/2025 14:21:30,0,A2981D29-DAD6-434B-94B1-0C9FFB13DF46,0,432011,57,130,0,1,0,0,1,1,0,0,0,0x0000000EFC9953C1
3000654,05/07/2025 14:24:30,0,3B6079CB-74E0-43E5-88B4-307177BDF6F0,0,432012,57,127,0,0,0,0,3,1,0,0,0,0x0000000EFC9A9CA3
3000653,05/07/2025 14:24:44,0,1425D46A-60C2-4736-B1C7-0F2A3E6ED172,0,432018,51,127,0,1,0,0,1,1,0,0,0,0x0000000EFC9AB6BB
3000652,05/07/2025 14:24:59,0,9AE358ED-EE7C-4F85-B623-C246EDD97055,0,432011,57,128,0,0,0,0,3,1,0,0,0,0x0000000EFC9AD202
3000655,05/07/2025 14:26:00,0,789D2C28-D837-46AA-B8E8-260C9B2869A5,0,432013,57,130,0,0,0,0,4,1,0,0,0,0x0000000EFC9B3EA5
3000603,05/07/2025 14:26:59,0,EE4B19A4-B0F4-43F9-954B-DC6A232D08FA,0,432011,57,144,0,1,0,0,1,1,0,0,0,0x0000000EFC9BA8FE
3000665,05/07/2025 14:39:40,0,14517CC0-47C8-457E-8753-62D3FD747E26,0,432009,57,132,0,0,0,0,2,1,0,0,0,0x0000000EFCA17235
3000666,05/07/2025 14:41:13,0,11AE9F37-16ED-4248-8331-626E8992ACE9,0,432009,57,145,0,1,0,0,1,1,0,0,0,0x0000000EFCA2379E
3000673,05/07/2025 14:44:13,0,48C2AEEF-0804-4521-8622-E692931958EC,0,432009,57,130,0,1,0,0,1,1,0,0,0,0x0000000EFCA3A331
3000675,05/07/2025 14:44:35,0,33FFB5FA-5ECA-40F2-B941-C8BB698D7186,0,432010,58,127,0,0,0,0,2,1,0,0,0,0x0000000EFCA3CEE8
3000672,05/07/2025 14:44:58,0,9322DCCD-1283-4C88-9616-AA108D90DEC7,0,432011,57,133,0,1,0,0,1,1,0,0,0,0x0000000EFCA40152
3000773,05/07/2025 14:46:00,0,FD72456E-0897-4DB3-9949-661EA26ED1E6,0,432011,57,129,0,1,0,0,1,1,0,0,0,0x0000000EFCA4886D
3000668,05/07/2025 14:47:19,0,DDAA3AF9-BB80-4F19-B9E7-1372736BE8A9,0,432009,57,159,0,1,0,0,1,1,0,0,0,0x0000000EFCA524B2
3000671,05/07/2025 14:47:21,0,64D86CD9-4B44-43E2-82B1-DC2C84AE880B,0,432009,57,147,0,0,0,0,2,1,0,0,0,0x0000000EFCA526F6
3000774,05/07/2025 14:47:33,0,9A84F424-9062-4F14-AEBA-0C341E17A24D,0,432011,57,127,0,0,0,0,2,1,0,0,0,0x0000000EFCA53F92
3000752,05/07/2025 14:50:38,0,7BFEDB82-1ECB-4ABD-B8B9-6EA4485B1130,0,432011,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFCA6B97E
3000523,05/07/2025 15:11:12,0,6B540B6A-703E-4EA0-A45F-E0FC2CB29182,0,748811,58,165,0,0,0,0,3,3,0,0,0,0x0000000EFCB09B7F
3000519,05/07/2025 15:12:16,0,A426ABF6-8ABF-4E7D-9144-D68C2E65F11A,0,748822,58,151,0,0,0,0,3,3,0,0,0,0x0000000EFCB12A2F
3000554,05/07/2025 15:16:18,0,52315618-C941-4C46-8722-9F16DE4F5632,0,748811,58,149,0,0,0,0,4,3,0,0,0,0x0000000EFCB31962
3000556,05/07/2025 15:18:35,0,288B3FDE-F5D4-4D61-A428-801CEC740DDC,0,748811,57,149,0,0,0,0,3,3,0,0,0,0x0000000EFCB42422
3000541,05/07/2025 15:21:08,0,2390AA2E-06F8-4BD0-976B-EB3B026EFD58,0,748812,54,153,0,0,0,0,3,3,0,0,0,0x0000000EFCB544FB
3000544,05/07/2025 15:23:46,0,46A69EB3-ECC0-44CB-9D0B-5E2B242CC639,0,748811,58,161,0,0,0,0,3,3,0,0,0,0x0000000EFCB66993
3000558,05/07/2025 15:25:13,0,1BE6DD02-4988-42A8-ABC4-951A7ED26B24,0,748998,58,146,0,0,0,0,3,3,0,0,0,0x0000000EFCB6FDB4
3000555,05/07/2025 15:26:26,0,91DC8490-0B22-474F-AEDD-52430F29E7D1,0,748811,57,143,0,0,0,0,3,3,0,0,0,0x0000000EFCB76F30
3000738,05/07/2025 20:57:40,0,B1D6F973-73F4-48BB-969A-3C1ECFDBB07A,0,460819,57,129,0,0,0,0,2,1,0,0,0,0x0000000EFD39ADEA
3000737,05/07/2025 20:58:57,0,B3667389-A080-4E76-BA3D-F02CFD4743B4,0,460811,58,127,0,1,0,0,1,1,0,0,0,0x0000000EFD3A43B8
3000733,05/07/2025 20:59:42,0,CD58782B-31C8-492F-B641-049A8DCBCEA3,0,460811,50,128,0,1,0,0,1,1,0,0,0,0x0000000EFD3A9E84
3000735,05/07/2025 21:00:18,0,06D6BD11-B726-4A44-83D8-F620C0B91BB9,0,460810,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD3AE69E
3000732,05/07/2025 21:00:58,0,1CDDCBD7-639E-4757-A78F-9E7353D8267F,0,460818,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFD3B27A0
3000734,05/07/2025 21:01:54,0,51B807C1-8835-4D03-BC65-33FBBD4298C4,0,460811,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFD3B993F
3000736,05/07/2025 21:02:29,0,5B103643-1116-4012-A916-ED53800403D1,0,460812,52,126,0,0,0,0,2,1,0,0,0,0x0000000EFD3BDCE9
3000714,05/07/2025 21:03:06,0,31A1F24B-91CB-4C72-B1BB-D0D119CF9220,0,460813,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD3C27C2
3000715,05/07/2025 21:04:04,0,13C76207-7B3E-4115-95D7-267E80C4E46B,0,460820,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFD3C95A5
3000711,05/07/2025 21:05:52,0,9A924C36-61E4-40C5-BE02-FF42B1AE8CE1,0,460811,58,126,0,0,0,0,3,1,0,0,0,0x0000000EFD3D64DA
3000709,05/07/2025 21:06:21,0,15F4865B-FFD0-4018-ADB1-0CF8CCA29E29,0,460811,51,127,0,1,0,0,1,10,0,0,0,0x0000000EFD3D9E42
3000712,05/07/2025 21:08:27,0,82FDD9F5-D076-461F-AD8F-F15856BBD6FA,0,460810,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFD3E8172
3000708,05/07/2025 21:09:04,0,CD2C5C9F-4F4B-43FC-B63F-94F92B8FD6A8,0,460812,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD3ECD49
3000747,05/07/2025 21:09:56,0,CF7A3487-81D0-4306-882C-A2C06E27FAFA,0,460811,57,129,0,1,0,0,1,1,0,0,0,0x0000000EFD3F2B93
3000746,05/07/2025 21:10:42,0,1D7C5494-C92E-44CC-9095-89EDBCE744F3,0,460817,55,127,0,1,0,0,1,1,0,0,0,0x0000000EFD3F8240
3000744,05/07/2025 21:11:59,0,47E9189F-1F1F-47CB-98D1-CC2BD71BA0D4,0,460812,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFD400E28
3000743,05/07/2025 21:12:29,0,7A8DDCD2-09E3-4832-B4BB-F18EF1E1FB46,0,460811,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD4043ED
3000742,05/07/2025 21:13:47,0,640D07E2-4E8D-4C6B-BAA2-BA03E525D366,0,460818,57,127,0,0,0,0,2,1,0,0,0,0x0000000EFD40D9AF
3000741,05/07/2025 21:14:25,0,CBD70B82-D75F-42A8-AAC0-C059D7215612,0,460811,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD4123E8
3000731,05/07/2025 21:16:20,0,DAAD1D10-319E-49BF-B0B1-589F1845B3E6,0,460812,58,128,0,1,0,0,1,1,0,0,0,0x0000000EFD41EFFB
3000729,05/07/2025 21:17:54,0,1F3C1849-6147-4CA0-915B-50C7612A5F9F,0,460811,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD429D09
3000728,05/07/2025 21:18:38,0,4B82663B-A0FA-4B46-A7B4-545B6016F0CF,0,460810,57,129,0,1,0,0,1,1,0,0,0,0x0000000EFD42E905
3000726,05/07/2025 21:19:51,0,0A4A2CB7-110D-4D83-A59E-C8816354EE0B,0,460810,57,129,0,1,0,0,1,1,0,0,0,0x0000000EFD437212
3000725,05/07/2025 21:20:44,0,F4F65C32-6A20-432B-8F1E-4A17574EF1AB,0,460810,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD43D34A
3000724,05/07/2025 21:22:01,0,DBDC928F-0300-408B-8891-2E9A643937B8,0,460811,57,126,0,1,0,0,1,10,0,0,0,0x0000000EFD4460BC
3000723,05/07/2025 21:28:34,0,36DEE297-7A0D-4329-905D-47E44FF9012A,0,460811,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD471F4E
3000721,05/07/2025 21:28:59,0,1BAD37F3-8F23-438F-A120-942EB06A8B22,0,460810,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD474FF0
3000719,05/07/2025 21:29:37,0,DB28EA0C-7561-4864-AD05-26874AB76249,0,460810,58,127,0,1,0,0,1,1,0,0,0,0x0000000EFD479226
3000722,05/07/2025 21:30:11,0,0C07FC7B-8468-4469-82FE-D2CE2EB1B724,0,460819,52,129,0,0,0,0,2,1,0,0,0,0x0000000EFD47CE6C
3000717,05/07/2025 21:32:55,0,3794230E-0C9F-4719-AC96-32EA2686F143,0,460811,52,127,0,1,0,0,1,1,0,0,0,0x0000000EFD48ED4A
3000716,05/07/2025 21:33:49,0,F14166FC-59FB-463C-A3BF-99AEFBA9F394,0,460811,57,126,0,0,0,0,3,1,0,0,0,0x0000000EFD4947BA
3000619,05/07/2025 21:44:58,0,EAD244D1-4DE0-445C-9C84-07C04ADA1B1B,0,460820,52,126,0,0,0,0,2,10,0,0,0,0x0000000EFD4DBDAE
3000698,05/07/2025 21:47:02,0,BCD665BE-49A8-4223-ADE0-D58C892813AF,0,460818,57,139,0,0,0,0,2,1,0,0,0,0x0000000EFD4E9B29
3000699,05/07/2025 21:47:05,0,616A1862-DEDC-40D8-B9C7-D1929CAF926F,0,460811,57,139,0,1,0,0,1,1,0,0,0,0x0000000EFD4EA190
3000633,05/07/2025 21:47:56,0,A6CF95B0-82EA-4458-ADFD-1D11738E23EC,0,460810,57,128,0,1,0,0,1,10,0,0,0,0x0000000EFD4EF805
3000632,05/07/2025 21:48:00,0,F74473BC-567F-42D2-BD24-4B4CE1A0D745,0,460811,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFD4F00A5
3000635,05/07/2025 21:48:06,0,69AB5548-328A-4616-833E-D613D2712221,0,460810,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD4F0B8D
3000693,05/07/2025 21:49:32,0,CCFD0219-E7AD-4D73-B103-D0D91B7D6C97,0,460810,57,133,0,0,0,0,2,1,0,0,0,0x0000000EFD4FA8C5
3000694,05/07/2025 21:49:32,0,735F482F-E8E1-4DC0-A896-679FDD02CB34,0,460818,57,135,0,1,0,0,1,1,0,0,0,0x0000000EFD4FAA41
3000634,05/07/2025 21:49:38,0,7ABC8B8D-57D0-40A2-A50F-16CA1DEADFE6,0,460819,57,124,0,0,0,0,2,1,0,0,0,0x0000000EFD4FB274
3000692,05/07/2025 21:49:40,0,91E2182A-D22E-4ECC-B7D0-079308A766F0,0,460809,53,132,0,0,0,0,2,1,0,0,0,0x0000000EFD4FB571
3000630,05/07/2025 21:51:44,0,9AD8674D-E7C4-4128-A30B-BE97E489AFFB,0,460812,58,129,0,1,0,0,1,1,0,0,0,0x0000000EFD508969
3000631,05/07/2025 21:51:50,0,91C23FBD-431B-40C1-B96F-81B0361FF060,0,460811,58,128,0,1,0,0,1,10,0,0,0,0x0000000EFD509305
3000628,05/07/2025 21:52:05,0,638752CB-68E1-4061-94C8-B4B51D648A24,0,460811,57,126,0,1,0,0,1,10,0,0,0,0x0000000EFD50B010
3000626,05/07/2025 21:52:21,0,57BDD50E-9EAF-45D1-A1BB-1EC619F0AD7D,0,460811,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFD50C827
3000629,05/07/2025 21:52:53,0,B2ED6DE0-D974-4DF8-AC37-6C0E1E60BDCC,0,460818,51,127,0,1,0,0,1,1,0,0,0,0x0000000EFD50FDE6
3000627,05/07/2025 21:53:41,0,85C2D1CA-0301-4974-A99C-F801A383BE89,0,460810,51,127,0,0,0,0,2,1,0,0,0,0x0000000EFD5152D2
3000687,05/07/2025 21:54:43,0,F9C8A8D5-3422-4EFC-B7EA-09D881B9BAB9,0,460812,57,136,0,1,0,0,1,1,0,0,0,0x0000000EFD51C050
3000623,05/07/2025 21:55:06,0,018C4124-1085-4EFB-8D9C-12F260A4C7F1,0,460812,57,123,0,1,0,0,1,10,0,0,0,0x0000000EFD51EF8F
3000685,05/07/2025 21:55:21,0,2479BD9C-1D28-46BC-83F3-50FFABE54C6E,0,460814,58,138,0,0,0,0,2,1,0,0,0,0x0000000EFD520514
3000621,05/07/2025 21:55:22,0,305EA4CF-A51D-4F60-9B10-22BB26ECEFEE,0,460811,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFD5207D6
3000686,05/07/2025 21:55:33,0,57E4D86F-3F63-40B9-9828-B670778D7ACF,0,460824,57,143,0,1,0,0,1,1,0,0,0,0x0000000EFD521CF7
3000684,05/07/2025 21:55:37,0,158BAA9B-F936-4834-957F-CE2AF8256205,0,460812,57,139,0,1,0,0,1,1,0,0,0,0x0000000EFD52232B
3000622,05/07/2025 21:56:22,0,DCEDACD3-66CE-4842-863C-78BD21DEA0F0,0,460811,57,126,0,0,0,0,2,1,0,0,0,0x0000000EFD5271D2
3000625,05/07/2025 21:57:15,0,A24468D1-944B-405A-95B5-68EAF423DD94,0,460811,57,125,0,0,0,0,2,9,0,0,0,0x0000000EFD52CB60
3000781,05/07/2025 22:11:44,0,19505F83-6ABD-44D7-9775-B0E7D5CE4B75,0,460820,57,127,0,1,0,0,1,10,0,0,0,0x0000000EFD587B55
3000779,05/07/2025 22:11:45,0,B51BF818-6C94-4B14-B72C-141EE218DBF8,0,460820,57,129,0,1,0,0,1,10,0,0,0,0x0000000EFD587C06
3000780,05/07/2025 22:11:51,0,F8537130-2394-4DFE-820D-5F373EA7F138,0,460811,58,126,0,1,0,0,1,10,0,0,0,0x0000000EFD58851E
3000657,05/07/2025 22:20:04,0,5D026855-4B29-40F6-B5A5-5D677E3CD867,0,460812,57,126,0,1,0,0,1,1,0,0,0,0x0000000EFD5C2A42
3000656,05/07/2025 22:20:23,0,C34874C7-75B2-447A-87CB-A668A48F86B5,0,460818,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFD5C4AFE
3000658,05/07/2025 22:21:35,0,A2981D29-DAD6-434B-94B1-0C9FFB13DF46,0,460811,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD5CD48E
3000659,05/07/2025 22:21:41,0,E7F4F4D1-3F65-4CE0-BA92-AD825CD82C15,0,460810,57,125,0,0,0,0,3,1,0,0,0,0x0000000EFD5CE0D8
3000654,05/07/2025 22:24:31,0,3B6079CB-74E0-43E5-88B4-307177BDF6F0,0,460812,57,128,0,0,0,0,3,1,0,0,0,0x0000000EFD5E2C89
3000653,05/07/2025 22:24:46,0,1425D46A-60C2-4736-B1C7-0F2A3E6ED172,0,460819,51,128,0,1,0,0,1,1,0,0,0,0x0000000EFD5E4AB2
3000652,05/07/2025 22:25:05,0,9AE358ED-EE7C-4F85-B623-C246EDD97055,0,460812,57,129,0,0,0,0,3,1,0,0,0,0x0000000EFD5E6C4D
3000655,05/07/2025 22:25:51,0,789D2C28-D837-46AA-B8E8-260C9B2869A5,0,460814,57,129,0,0,0,0,4,1,0,0,0,0x0000000EFD5EC91A
3000604,05/07/2025 22:28:57,0,399BD15C-0C52-4DF0-A80A-EB4618BA7EC7,0,460819,57,124,0,1,0,0,1,1,0,0,0,0x0000000EFD60393F
3000651,05/07/2025 22:31:28,0,0E787B2A-2EED-432E-A58B-D5CCBDBB59E4,0,460817,57,138,0,1,0,0,1,10,0,0,0,0x0000000EFD616284
3000667,05/07/2025 22:39:21,0,3299EB2D-B565-40F5-867E-3EDF6681663B,0,460810,57,129,0,0,0,0,2,10,0,0,0,0x0000000EFD650F88
3000665,05/07/2025 22:39:42,0,14517CC0-47C8-457E-8753-62D3FD747E26,0,460809,57,130,0,0,0,0,2,1,0,0,0,0x0000000EFD653961
3000666,05/07/2025 22:41:08,0,11AE9F37-16ED-4248-8331-626E8992ACE9,0,460810,57,132,0,1,0,0,1,1,0,0,0,0x0000000EFD65DFAE
3000660,05/07/2025 22:41:21,0,4159E262-CE6B-49F5-8965-5F8AB7B559DD,0,460810,57,131,0,1,0,0,1,1,0,0,0,0x0000000EFD65FDBA
3000673,05/07/2025 22:44:09,0,48C2AEEF-0804-4521-8622-E692931958EC,0,460809,57,127,0,1,0,0,1,1,0,0,0,0x0000000EFD673A53
3000675,05/07/2025 22:44:36,0,33FFB5FA-5ECA-40F2-B941-C8BB698D7186,0,460811,58,131,0,0,0,0,2,1,0,0,0,0x0000000EFD676D71
3000672,05/07/2025 22:45:03,0,9322DCCD-1283-4C88-9616-AA108D90DEC7,0,460811,52,132,0,1,0,0,1,1,0,0,0,0x0000000EFD67A3CB
3000773,05/07/2025 22:46:01,0,FD72456E-0897-4DB3-9949-661EA26ED1E6,0,460811,57,128,0,1,0,0,1,1,0,0,0,0x0000000EFD680A8F
3000671,05/07/2025 22:47:22,0,64D86CD9-4B44-43E2-82B1-DC2C84AE880B,0,460809,57,144,0,0,0,0,2,1,0,0,0,0x0000000EFD68B7E6
3000774,05/07/2025 22:47:34,0,9A84F424-9062-4F14-AEBA-0C341E17A24D,0,460811,57,127,0,0,0,0,2,1,0,0,0,0x0000000EFD68CD30
3000533,05/07/2025 23:02:53,0,9C2D0390-8332-45F3-BB20-2DA4A92D5F87,0,777611,58,164,0,0,0,0,3,3,0,0,0,0x0000000EFD6F6B21
3000539,05/07/2025 23:07:36,0,18F2B289-7A83-4E7F-AF78-270439753352,0,777611,58,143,0,0,0,0,3,3,0,0,0,0x0000000EFD7164AF
3000519,05/07/2025 23:12:12,0,A426ABF6-8ABF-4E7D-9144-D68C2E65F11A,0,777623,53,133,0,0,0,0,3,3,0,0,0,0x0000000EFD735EDA
3000554,05/07/2025 23:16:13,0,52315618-C941-4C46-8722-9F16DE4F5632,0,777611,57,138,0,0,0,0,4,3,0,0,0,0x0000000EFD750F55
3000556,05/07/2025 23:18:41,0,288B3FDE-F5D4-4D61-A428-801CEC740DDC,0,777611,53,134,0,0,0,0,3,3,0,0,0,0x0000000EFD7611C2
3000552,05/07/2025 23:20:58,0,35BF1801-8698-4772-BBBA-0D942BDBB0B6,0,777611,58,168,0,0,0,0,3,3,0,0,0,0x0000000EFD770457
3000542,05/07/2025 23:22:11,0,B66BF5D0-C548-429B-968A-57694CAEA72A,0,777623,58,140,0,0,0,0,3,3,0,0,0,0x0000000EFD777917
3000739,06/07/2025 4:50:30,0,EFF5162A-A775-44BC-AA2E-716D2AF8D7D4,0,489612,57,125,0,0,0,0,3,10,0,0,0,0x0000000EFDE3D3E4
3000738,06/07/2025 4:57:40,0,B1D6F973-73F4-48BB-969A-3C1ECFDBB07A,0,489620,51,128,0,0,0,0,2,1,0,0,0,0x0000000EFDE62B05
3000737,06/07/2025 4:58:57,0,B3667389-A080-4E76-BA3D-F02CFD4743B4,0,489611,58,125,0,1,0,0,1,1,0,0,0,0x0000000EFDE68E89
3000733,06/07/2025 4:59:38,0,CD58782B-31C8-492F-B641-049A8DCBCEA3,0,489611,50,125,0,1,0,0,1,1,0,0,0,0x0000000EFDE6C793
3000732,06/07/2025 5:00:54,0,1CDDCBD7-639E-4757-A78F-9E7353D8267F,0,489619,57,125,0,1,0,0,1,1,0,0,0,0x0000000EFDE73117
